Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Fireplace,HouseColor,Garage,Floors,Windows,PreviousSalePrice,IsLuxury
116963.4581,550.0,2.162152172,2,399.1,17.64,7.23,56.52,17.41,99.9,1.13,4.02,10.0,7.24,0,1,1,1,17,56196.92906,0
335335.0951,1380.39,4.50748613,3,221.35,58.47,10.0,36.41,14.62,82.93,1.41,9.06,9.32,8.68,0,0,1,1,15,388970.5919,1
264441.7319,1336.19,1.10374757,4,305.2,53.4,7.71,72.88,32.06,94.68,1.07,3.45,2.02,3.73,0,3,1,1,16,263213.226,0
91763.35075,576.91,1.901713896,2,501.05,10.54,6.77,84.42,1.24,95.24,1.7,4.41,10.0,8.87,1,2,0,1,15,5319.097922,0
213777.2447,550.0,1.311016618,5,450.47,25.45,7.46,150.73,11.2,96.42,1.91,5.91,4.86,7.01,0,3,0,1,12,196798.878,0
290681.4959,550.0,1.0,4,561.86,60.08,6.17,46.79,19.48,93.54,1.7,3.07,9.15,5.24,1,3,0,1,15,173200.5553,1
364822.5975,1595.83,2.352870804,4,651.27,18.39,8.37,39.87,13.4,90.64,0.99,5.6,10.0,7.61,0,4,0,1,10,488710.0902,1
241973.132,840.88,1.272955428,3,221.11,56.24,4.82,44.96,5.59,91.74,0.95,5.81,4.96,5.34,0,1,1,1,19,188057.7404,0
485288.7307,1356.81,3.258387579,4,472.25,1.61,7.17,46.49,11.41,96.46,1.27,5.96,6.62,6.91,0,4,0,1,3,532605.1107,1
449273.8818,1318.75,1.0,5,429.97,27.45,9.69,21.49,9.87,93.81,1.32,3.06,6.29,6.18,0,0,0,1,13,381018.5214,1
564164.8118,2468.58,2.689370726,3,819.54,61.91,6.22,66.1,13.04,88.0,0.72,5.89,1.31,6.24,1,0,1,1,16,551555.7768,1
294184.9964,754.89,3.388984748,3,552.49,14.42,6.71,49.98,27.06,97.77,1.37,5.2,3.99,4.7,0,0,1,1,17,354025.0532,1
294006.8647,550.0,1.521706589,3,367.26,44.88,6.67,38.43,21.17,95.44,0.7,5.81,7.62,5.44,0,3,1,1,16,182318.9524,1
257144.2688,851.23,2.489114035,3,496.61,54.61,4.71,20.81,11.08,92.43,1.37,5.79,0.39,6.32,0,4,0,1,22,403933.0113,0
452040.361,1389.16,1.929843124,3,708.77,32.33,6.58,51.28,16.57,92.41,1.88,3.91,6.9,7.47,0,4,0,1,20,362843.6877,1
511642.3973,1840.83,2.48951151,4,409.58,20.31,9.98,87.57,3.47,93.1,1.23,5.58,4.55,1.88,0,0,0,1,26,389729.5315,1
267719.6513,1187.7,1.0,2,307.7,48.71,8.27,21.86,32.13,90.72,1.51,1.44,3.23,6.05,0,4,0,1,11,173630.0386,0
480828.826,1211.22,2.143228502,4,590.32,7.51,7.17,59.0,17.51,96.59,1.54,4.77,3.43,3.14,0,4,1,1,10,406295.9151,1
452951.1228,1652.17,1.553066695,3,407.83,35.62,7.29,3.66,8.38,85.21,0.99,4.64,10.0,10.0,1,1,1,1,13,253389.9044,1
557698.2794,659.08,4.080021704,4,765.5,16.99,10.0,84.6,27.11,96.09,2.04,8.62,6.79,7.58,1,2,1,2,25,330369.3316,0
97427.25678,550.0,1.0,3,802.22,34.69,4.36,12.35,11.81,97.82,1.35,3.47,5.76,4.38,0,0,0,1,16,2288.046804,0
297161.0335,760.67,3.181657294,3,98.23,21.9,10.0,68.42,2.27,99.9,1.53,4.2,10.0,6.09,0,3,1,1,14,320337.2467,1
185539.3918,608.71,1.0,2,448.97,23.0,5.31,73.96,1.1,83.11,2.05,5.66,4.88,7.04,0,4,0,1,10,126116.655,1
310305.5598,957.72,1.765776311,3,722.53,29.57,5.44,28.0,32.91,93.8,1.42,4.55,9.27,5.89,0,4,1,1,15,246613.2645,1
175483.1363,1247.13,1.041990891,2,570.45,56.62,6.4,66.28,11.14,95.19,1.95,5.83,4.79,6.49,0,3,0,1,2,133145.9071,0
426874.8922,1295.75,3.986441599,1,246.93,25.85,7.03,57.03,36.37,99.9,1.33,7.2,3.24,4.89,0,2,0,2,25,276557.1858,1
367913.2083,1553.97,4.232370215,3,367.84,28.59,7.77,0.51,4.39,96.84,0.75,6.23,9.14,7.57,1,3,0,2,23,485155.7768,1
329619.015,651.16,1.947021959,3,669.6,2.35,9.77,21.52,22.68,97.23,1.69,5.59,9.04,8.33,0,3,0,1,24,288953.9379,0
354100.9924,1023.07,1.177763634,4,55.58,13.02,8.3,15.38,3.08,94.05,1.53,6.2,7.85,5.54,0,3,0,1,15,350043.317,1
278236.9864,975.14,1.846463195,2,277.69,25.52,4.21,40.83,8.71,94.96,1.71,4.9,4.68,6.35,1,3,0,1,9,187016.4638,0
306202.9736,550.0,1.369239433,1,510.2,59.26,5.66,46.75,5.98,99.08,0.9,0.37,8.64,6.27,1,3,0,1,23,175787.9925,1
100868.9766,550.0,1.887114507,2,1101.84,8.17,6.92,20.42,9.71,97.61,1.07,5.38,9.74,5.44,0,0,0,1,16,4456.296767,0
149865.9541,831.59,1.0,3,678.73,13.45,7.23,5.67,5.51,99.5,2.73,8.17,5.98,2.21,0,2,0,1,19,59297.56455,0
149978.7022,675.68,1.0,2,345.13,13.41,5.07,87.16,14.24,90.07,1.6,3.42,3.86,1.76,0,1,1,1,20,96778.96605,0
135762.7724,690.85,2.196792687,3,463.16,41.93,8.0,65.32,22.01,95.61,1.86,4.97,5.44,5.39,0,0,0,1,17,51498.06209,0
622546.9995,1314.28,4.608853207,4,959.01,20.57,9.13,24.91,33.99,98.67,1.44,8.73,10.0,10.0,1,4,0,1,15,733192.082,0
177085.4663,1435.99,3.153695038,1,1155.44,19.03,6.81,66.16,2.86,96.8,2.2,6.14,4.8,5.39,0,0,0,1,22,130806.9602,1
127943.04,550.0,1.650686336,2,797.7,19.93,2.08,121.03,31.76,96.73,1.93,3.43,4.27,6.34,0,1,0,2,38,28449.98031,0
240135.3011,1069.19,1.812709571,3,397.15,1.27,8.23,26.75,20.25,94.8,2.28,6.08,3.68,6.34,1,1,1,1,18,239953.26,0
669899.8306,2405.15,2.45081702,3,421.76,8.07,9.41,23.49,1.87,99.9,1.46,5.8,5.15,4.88,0,0,0,1,16,625562.7251,1
400789.3699,1016.92,2.089748088,3,255.18,26.51,5.46,15.09,12.43,96.81,1.05,4.44,4.25,5.28,0,4,1,1,19,215788.8395,1
381488.4294,1630.8,1.257689693,4,351.78,5.46,10.0,27.43,9.14,90.71,0.98,6.15,10.0,7.3,0,3,1,1,10,293601.0958,1
575546.7533,1198.59,2.044820314,4,949.8,18.68,6.66,10.72,11.81,99.9,1.6,8.62,10.0,9.54,0,2,1,1,22,441507.3266,1
334882.4909,762.18,2.247852315,4,774.24,7.18,6.33,19.36,8.24,91.16,1.78,5.84,4.98,3.09,0,3,1,1,28,345503.2885,1
280525.7092,955.04,1.0,4,832.77,33.79,9.61,57.45,3.51,90.13,1.51,8.35,2.72,4.33,0,1,0,2,34,264235.88,1
218535.876,818.16,2.2126038,2,652.94,16.28,7.61,12.9,20.93,95.68,0.94,5.73,7.88,9.42,1,0,0,1,17,212660.6431,0
349805.471,1284.04,2.449250414,3,727.56,44.01,7.92,11.36,10.13,99.9,1.49,4.18,7.55,7.26,1,4,1,1,13,203291.9003,1
173670.6252,550.0,2.389430015,3,174.0,21.85,6.03,104.79,33.35,98.81,1.75,6.84,5.33,7.69,1,0,1,1,24,89088.96164,0
374775.5437,1087.62,3.59676935,3,715.63,21.8,9.36,57.12,13.68,99.9,1.42,8.29,7.0,5.33,0,3,0,1,11,709680.6627,1
204927.6177,550.0,2.136819373,2,214.34,62.61,7.34,29.44,19.47,99.72,2.16,5.9,5.83,4.44,0,3,0,1,18,119891.759,0
157001.7057,550.0,1.0,3,488.87,45.5,3.4,111.9,27.78,99.64,1.95,2.51,4.46,3.61,0,3,1,1,8,42569.78289,0
374159.8778,2004.49,2.454914349,3,907.72,8.34,9.39,32.23,11.62,92.35,1.21,10.0,10.0,5.98,0,4,1,1,25,531826.1222,1
264828.2519,776.78,1.037427374,3,377.1,41.51,6.28,129.89,26.25,86.15,1.49,3.58,3.85,3.59,0,0,0,2,45,227479.6339,0
649626.5373,1634.97,3.330735187,4,873.35,53.4,9.19,15.26,19.77,91.36,1.96,5.23,7.84,6.87,0,3,0,2,14,428472.8809,1
363773.783,985.05,2.476443205,3,724.3,59.09,5.53,40.17,16.39,95.04,1.52,5.93,6.43,8.43,0,2,1,1,17,345055.5344,1
166715.2509,799.57,1.0,2,460.93,40.2,9.49,46.71,29.26,94.76,1.76,5.11,1.43,7.79,0,2,1,1,6,91775.78638,1
197997.101,890.77,1.880485466,3,1208.82,13.4,9.52,34.36,12.34,99.25,0.98,10.0,8.38,3.35,1,3,0,1,11,218802.3833,0
124550.5489,729.98,1.0,2,695.67,42.11,2.77,49.9,29.7,79.93,1.15,2.57,5.04,5.86,1,3,1,1,14,41678.47109,0
539177.061,1666.43,2.891622433,4,702.82,36.29,4.87,6.75,3.74,82.82,1.4,7.22,3.68,6.82,0,2,1,2,21,748591.0803,1
241756.4496,988.51,1.653452693,2,733.98,54.64,9.67,9.28,13.04,99.9,1.48,4.71,3.7,4.89,0,1,0,1,22,186110.2906,0
790443.2183,2131.78,4.023463727,4,496.6,33.99,10.0,14.18,16.98,96.01,2.53,9.22,6.73,4.62,0,0,0,2,26,527310.5853,1
136281.9799,1167.09,1.357589204,2,498.37,35.05,6.82,46.91,24.77,96.27,2.26,5.29,4.34,4.34,0,2,0,1,6,55168.48331,0
298185.2356,550.0,2.657590041,4,282.17,37.25,7.16,78.8,12.19,95.99,1.4,2.66,5.99,6.48,1,4,0,1,8,220434.9981,1
478728.7203,972.33,1.689928199,3,516.19,39.7,5.99,9.35,25.0,90.66,0.91,6.77,10.0,7.63,1,4,1,1,18,701885.6443,1
333958.8451,1770.71,2.938135255,3,433.66,20.92,8.76,7.51,14.28,92.5,1.92,5.35,6.71,9.11,0,4,0,1,23,664155.5827,1
140708.0612,550.0,1.0,3,572.87,6.33,6.1,37.22,3.19,93.07,1.2,6.89,9.28,9.74,0,2,0,1,24,115558.6243,0
96581.15482,1171.46,1.198509252,3,656.11,23.59,3.08,38.31,14.56,91.04,1.27,2.69,5.95,6.85,0,1,0,1,12,12609.68017,0
484526.5342,1682.91,1.951373251,4,362.53,8.53,9.46,99.33,8.77,90.74,1.38,3.61,4.48,2.99,1,3,0,1,24,364045.8181,1
409646.4482,1335.51,2.688470524,2,600.96,62.9,6.34,6.44,8.84,90.8,2.01,4.95,10.0,7.08,0,3,0,1,19,461869.2398,1
402828.9072,1134.91,1.934008121,4,395.58,66.85,6.23,136.14,9.65,97.29,2.44,5.41,3.8,7.64,1,2,1,2,33,337452.8506,1
328549.876,550.0,3.142938042,4,234.87,58.21,7.3,119.98,24.44,91.26,1.63,3.1,3.53,5.29,0,4,1,1,13,368878.0939,1
527756.2985,1434.43,4.318858654,2,370.18,20.76,5.13,66.2,1.09,93.39,1.1,6.35,5.3,7.47,0,4,0,1,12,381954.5133,1
376634.7659,550.0,1.834315472,4,445.65,22.81,6.74,42.79,8.33,95.27,0.89,3.43,1.14,5.56,0,3,1,1,7,320513.2967,1
128433.5857,786.48,3.488486693,1,247.96,34.43,7.33,58.07,26.77,99.15,1.26,0.18,5.69,3.67,1,4,0,1,9,61155.96443,0
108849.7826,764.24,1.0,2,664.94,21.28,8.25,4.06,12.9,99.9,1.81,3.68,7.59,1.83,0,2,1,1,4,15891.48035,1
369834.2411,1903.44,2.82886805,2,713.63,26.04,6.39,1.93,12.98,97.71,2.02,4.83,4.68,6.95,1,4,0,1,12,371614.1954,1
127273.3566,554.26,1.744198139,2,660.58,55.84,2.04,72.52,29.59,94.56,2.01,2.65,1.61,2.33,0,4,0,2,15,91872.75344,0
122016.6518,1033.74,1.0,2,815.76,7.63,4.43,137.0,27.3,95.02,1.93,3.96,9.54,6.94,0,1,0,1,14,22891.25316,1
428629.7674,1672.6,2.254354233,3,744.28,11.36,9.14,45.94,20.19,87.49,1.23,7.37,1.08,5.36,0,3,0,1,16,588116.9171,1
396505.3981,1109.92,3.385734939,4,433.56,48.72,7.28,23.01,32.78,99.7,0.98,8.21,9.1,8.44,1,4,1,1,10,509201.5224,0
387589.0129,873.68,3.144285154,3,249.09,23.16,9.36,24.34,18.27,99.9,0.97,3.91,6.87,7.9,0,3,0,1,19,309136.6687,1
146057.4532,550.0,1.0,3,394.66,0.76,4.56,78.51,15.41,92.5,0.77,3.5,4.61,7.65,0,2,0,1,10,64620.33287,0
730786.3043,1743.94,3.646045235,3,383.02,40.36,6.4,96.3,11.18,93.29,2.05,6.1,8.49,5.4,0,1,0,1,26,514434.3133,0
194173.556,1327.5,1.585333637,4,379.51,35.7,8.7,1.48,10.82,99.9,1.45,4.96,0.9,4.88,0,1,1,1,22,224234.871,0
590169.0022,1405.91,1.341407843,4,588.23,6.77,10.0,17.42,4.54,97.53,2.03,8.95,8.04,9.36,0,2,0,1,10,762187.9372,1
287941.7178,1153.8,3.53381462,4,708.58,28.6,8.82,14.71,17.16,92.55,1.04,5.13,2.87,0.44,0,2,1,1,10,538511.8709,1
645969.9208,1376.84,2.875836742,4,527.95,50.51,4.73,49.04,14.63,96.06,1.44,5.99,4.0,6.28,0,0,1,1,17,499144.0854,1
375822.6095,1204.28,1.678884275,3,327.57,40.12,8.32,49.44,39.04,91.22,1.05,3.32,4.06,5.27,0,3,0,1,5,222074.0688,1
278722.1254,1425.25,1.932159794,4,591.26,18.81,8.96,1.74,1.35,99.42,1.27,6.62,6.94,5.7,1,3,0,1,18,426634.0984,1
294577.2724,1482.32,2.723281068,2,596.92,34.22,5.07,87.19,33.43,95.66,1.4,6.67,5.28,6.13,0,0,1,1,14,215992.0587,1
151368.1563,798.96,1.992846293,1,618.83,31.33,4.32,30.34,26.49,91.07,2.18,3.97,1.91,4.44,1,2,0,1,17,136645.7735,1
305813.1243,1214.59,2.353684779,3,250.64,27.82,6.5,81.17,27.23,95.28,1.92,6.52,8.07,7.49,0,0,0,1,7,387107.4444,1
365462.756,1249.13,3.917201252,5,441.69,36.24,8.28,39.16,1.33,89.8,1.26,7.26,8.75,7.93,1,3,0,2,20,574496.6053,1
265068.4697,1142.34,2.311770231,3,543.48,42.96,9.3,25.78,0.76,94.98,1.87,6.32,9.77,5.47,0,4,0,1,7,324905.1287,0
161039.2134,956.98,1.565269775,2,120.84,40.09,3.87,10.64,27.17,88.99,1.32,2.5,8.39,5.79,0,3,1,1,23,159941.2371,0
216518.4468,1507.57,2.609054305,3,171.64,27.28,8.01,74.21,1.79,87.27,1.83,5.95,8.69,8.6,0,4,0,1,20,327978.5253,0
605332.7378,1972.1,1.0,5,934.26,19.44,8.58,51.26,13.29,96.05,1.88,3.34,8.75,10.0,0,0,1,1,16,393540.709,1
210881.4665,1481.33,1.13651921,3,373.24,21.49,6.51,39.41,14.53,83.86,1.06,5.05,8.2,4.46,0,4,0,1,15,167742.1176,0
314818.9064,550.0,2.933060239,4,398.49,34.93,5.28,27.68,6.82,98.57,1.43,3.81,4.44,9.08,1,0,1,1,17,209640.9511,1
103080.8523,550.0,2.23050204,2,124.11,33.95,1.36,38.97,4.52,90.88,1.92,0.11,1.9,2.64,0,4,0,1,2,10144.84191,0
391586.6612,1010.84,2.452177363,4,643.57,30.64,7.51,73.02,7.96,88.69,1.02,6.85,8.56,5.6,0,4,1,2,20,481565.8687,1
172888.1978,550.0,1.0,3,274.41,4.6,6.99,25.09,26.43,95.17,1.55,5.61,6.2,8.1,0,3,0,1,9,112568.3776,0
392429.0313,1755.48,1.225548443,3,140.31,32.19,6.6,9.17,35.93,91.36,1.49,4.68,0.57,4.93,1,1,0,1,16,395890.0818,0
112111.933,550.0,2.35447971,3,329.86,66.59,4.53,70.71,24.27,91.93,1.43,2.7,10.0,5.94,0,1,0,2,6,53893.46257,0
125803.2263,550.0,1.748838273,2,279.77,23.71,6.43,10.11,29.45,88.13,1.2,3.99,3.9,3.69,0,4,0,1,15,24010.94675,0
210535.6385,1089.42,1.0,3,231.1,38.1,6.51,23.52,13.56,98.39,1.61,1.9,3.74,5.59,0,1,0,1,16,150867.1971,1
177882.2157,550.0,1.364844596,5,236.62,20.36,8.9,62.2,13.45,92.61,2.19,5.61,3.98,3.62,0,2,1,2,27,159752.1044,0
245033.0932,693.51,1.0,3,122.93,35.38,5.48,112.63,11.79,88.96,1.56,2.32,0.72,4.82,1,2,0,1,7,197034.3485,0
682995.0557,1564.31,5.021752151,4,203.81,26.46,7.71,21.56,21.05,99.9,1.41,7.3,7.67,8.58,0,4,0,1,12,582653.0365,1
135675.877,780.1,1.535420321,2,377.87,26.5,5.7,82.74,20.45,95.07,1.65,4.18,1.41,4.92,1,0,1,1,5,63241.78007,0
274030.2632,1109.44,1.783858375,3,335.38,39.67,6.83,77.26,25.3,98.22,0.75,6.44,7.17,7.91,0,2,0,1,10,183396.4472,0
217917.5136,617.59,1.0,3,781.71,26.94,6.68,28.55,6.02,94.12,1.92,6.19,6.09,6.8,0,1,0,2,35,106958.1941,0
381476.7155,1216.64,1.0,5,706.24,0.11,10.0,51.22,49.81,91.66,1.15,6.64,5.58,5.98,0,2,0,1,18,334382.1046,0
326446.5612,550.0,1.773929937,3,452.68,15.59,5.42,4.33,26.27,86.83,2.22,2.51,6.31,9.22,0,2,0,1,21,204650.7395,1
537982.891,926.57,3.649368329,4,138.13,55.14,5.13,84.76,18.63,86.19,1.09,5.81,6.43,6.84,0,4,1,1,12,445181.9618,1
385895.941,1484.12,1.070599806,4,575.78,54.78,4.28,51.19,5.03,97.42,0.42,4.44,5.03,4.33,1,4,0,1,12,662979.0623,1
304845.3009,578.1,1.017717283,4,570.93,54.6,5.33,67.76,26.5,99.9,1.1,3.71,4.63,5.6,0,3,0,2,20,212328.4525,1
215120.723,550.0,3.447562831,2,604.13,9.3,5.59,18.49,21.06,92.7,1.51,5.1,6.74,7.78,0,2,1,1,21,251942.6485,0
280964.1246,1078.54,2.194071901,4,674.21,35.41,9.75,17.15,3.12,96.55,1.28,6.11,6.77,4.27,0,0,1,1,7,363037.3985,0
307908.9626,1336.66,1.602641826,3,711.64,20.15,8.53,72.37,20.01,90.35,1.94,6.72,6.44,9.33,0,3,1,1,17,321585.2803,1
240067.7589,1135.98,2.426114625,2,410.51,22.02,5.93,34.96,16.52,89.43,1.49,2.24,7.81,5.38,0,2,0,2,12,301882.3992,0
472890.0803,1791.87,3.973554313,3,412.07,25.56,8.51,56.05,52.5,95.79,1.43,8.99,6.67,9.49,0,0,1,1,17,480191.2109,1
150205.808,930.22,1.0,2,347.87,30.8,5.95,35.68,43.49,98.36,0.43,3.14,6.81,6.55,1,3,0,1,10,84151.19848,0
201806.9634,550.0,3.288634048,4,421.2,9.06,4.39,40.52,30.66,97.73,1.87,3.63,7.7,7.45,0,2,0,1,18,188859.3625,0
146256.3008,631.07,1.094376555,1,639.68,37.98,4.71,45.25,19.03,91.87,1.02,1.92,6.71,6.52,0,1,1,1,17,113584.3987,1
261593.4921,550.0,2.432889702,3,196.21,30.02,3.64,4.38,13.8,87.73,2.05,7.0,8.0,6.37,0,1,1,1,16,182241.1725,0
425016.2084,562.23,1.944001875,3,438.45,32.09,7.55,54.6,2.55,89.48,1.45,4.3,10.0,9.17,0,2,1,1,23,332453.343,1
154990.6295,1173.08,1.370638689,2,796.16,8.1,4.42,11.68,13.8,99.9,1.55,5.84,9.62,10.0,0,3,0,1,9,90378.47114,1
335501.692,689.3,3.037688451,4,78.49,8.98,8.19,52.72,5.47,97.99,1.46,6.44,5.02,2.39,0,3,1,1,20,325702.4685,0
123607.752,550.0,1.0,2,476.85,52.05,7.56,25.66,30.69,89.3,0.8,4.02,9.16,7.49,0,3,1,2,28,25490.11079,0
131037.3002,550.0,1.0,3,113.08,18.03,6.88,72.38,28.31,93.63,1.14,3.84,5.14,5.31,1,4,1,1,22,46733.01365,0
232593.1716,1145.22,1.0,3,94.04,60.4,6.9,15.36,16.73,98.41,2.1,3.14,5.8,8.55,0,1,0,2,25,176059.6077,0
213545.5455,550.0,1.597603235,1,150.11,16.11,6.84,92.06,28.38,92.7,1.57,3.19,1.8,5.18,0,2,0,2,27,176386.4939,0
160019.0332,721.17,1.439066744,4,209.36,73.48,5.39,11.6,11.94,96.98,1.32,3.73,7.55,4.77,0,1,0,2,19,106659.6535,0
206992.6136,1400.29,3.652630768,2,414.63,15.64,5.88,99.72,39.42,91.61,1.85,6.58,3.06,5.48,0,2,0,1,15,335346.8255,0
124085.0562,660.24,1.0,2,534.92,36.51,6.86,0.09,26.64,96.6,1.12,5.72,1.16,3.17,0,2,0,1,13,18846.67923,0
279788.7275,1124.58,2.424165332,3,98.5,38.28,8.88,95.29,12.42,89.55,2.62,6.55,6.6,7.2,0,0,0,1,14,288605.9177,1
343331.3822,1327.58,3.591157149,4,206.74,34.7,8.58,41.98,23.68,92.52,1.89,5.71,2.8,6.51,0,4,0,1,18,480790.5473,1
504948.6069,1725.96,1.946801203,4,247.68,74.01,4.77,45.07,19.59,98.65,2.03,4.67,0.47,4.34,0,1,1,1,23,314188.3044,1
222228.9304,920.51,2.436317283,3,582.43,49.18,4.63,46.04,15.46,94.49,1.64,2.51,4.99,7.4,1,4,1,1,6,168045.2225,0
298909.3055,1063.19,1.0,4,195.27,6.81,8.73,80.2,20.55,92.59,1.65,4.49,5.66,6.69,0,4,1,1,12,191419.348,0
508161.7436,1003.45,2.693914127,3,734.38,45.02,7.42,13.69,13.37,99.89,0.75,8.6,2.09,6.15,0,3,0,2,28,466053.3767,1
337587.7422,933.75,2.205155307,4,918.93,33.12,10.0,50.43,5.23,94.39,1.58,7.11,8.33,6.48,0,2,0,1,19,322777.4682,1
701063.0109,1359.74,4.066257231,3,15.23,11.51,6.75,54.11,1.83,96.67,0.23,7.68,9.96,8.09,1,1,0,1,16,938591.8984,1
160956.7799,550.0,2.589423644,4,453.68,64.03,5.18,33.29,21.01,92.04,0.99,4.22,6.28,6.06,1,0,0,2,56,157749.5487,0
237342.1587,1043.84,2.291495703,3,163.9,9.98,6.08,80.67,10.95,96.1,1.88,4.1,7.37,9.39,0,0,1,1,26,190821.858,0
697158.4458,1739.49,2.776479404,2,637.75,52.17,7.9,51.77,3.82,99.9,1.04,6.6,10.0,7.46,0,2,0,2,33,450220.1592,1
333004.9719,2130.05,1.0,2,839.07,26.12,2.57,49.11,30.91,99.48,2.36,3.93,6.68,7.16,0,0,0,1,15,425479.7531,1
224911.6551,1073.17,2.784915284,2,798.23,40.22,7.11,7.87,54.19,96.55,2.25,4.82,6.82,7.43,0,0,0,1,27,215957.4641,0
282926.7594,1524.87,1.0,3,490.03,52.56,6.46,79.78,9.63,95.24,1.94,5.52,7.62,6.72,1,1,0,1,8,186135.1353,1
166427.1753,917.3,1.0,3,588.81,5.74,5.71,19.86,11.6,93.71,2.38,4.4,5.18,4.77,0,1,1,1,1,178562.4886,0
312074.1011,586.41,1.907082228,3,538.83,50.89,6.52,9.11,27.44,91.02,1.83,3.53,7.99,4.52,0,1,0,1,14,252828.2522,1
111689.8093,550.0,2.029250434,2,20.18,27.39,5.31,46.42,29.39,97.1,1.07,2.23,1.81,1.86,1,3,0,1,9,13457.64432,0
364695.618,1346.33,2.245599549,3,217.76,26.23,5.89,144.91,25.51,80.03,1.3,5.1,7.23,5.31,0,1,1,1,19,328938.8752,1
322496.1499,891.59,1.936383662,2,213.04,0.3,5.8,8.43,11.99,99.9,1.25,6.12,9.17,5.86,0,0,0,1,6,310526.8495,1
308427.1324,550.0,3.532642443,4,1387.95,31.81,7.53,44.77,13.75,94.75,1.84,6.21,10.0,8.83,0,0,1,2,41,314859.4511,1
146672.15,550.0,2.017263836,3,685.3,56.18,4.71,42.2,5.59,91.39,1.42,4.96,2.41,6.07,0,0,1,1,21,130354.3742,1
255798.0539,905.99,2.394201893,2,584.18,1.93,7.17,30.62,1.79,88.22,0.47,3.09,5.22,7.95,1,4,0,1,26,250365.723,0
516493.2791,1318.48,3.967822363,2,729.79,18.15,7.79,93.88,17.27,97.85,1.26,6.22,2.81,6.84,0,3,0,1,15,476565.634,1
356569.8677,1395.58,3.593985602,2,299.59,38.98,4.24,29.73,30.69,92.64,1.41,5.58,2.41,5.75,0,4,1,1,17,439729.5092,1
640559.025,2336.12,1.0,6,51.52,29.31,10.0,60.31,9.79,89.47,1.45,9.19,7.45,7.39,1,3,0,2,41,924616.3451,1
285480.6974,550.0,2.763766948,3,214.99,30.25,4.92,93.89,1.79,99.9,1.51,5.71,2.42,3.64,0,2,1,2,35,236896.5935,0
387250.9039,1248.45,2.223605355,4,485.22,51.4,8.95,8.95,21.64,93.66,2.08,6.85,7.79,6.85,1,2,0,1,7,517467.6186,1
326517.4819,1282.25,3.294097827,4,1107.92,27.25,8.6,73.6,27.75,95.75,0.48,4.35,5.64,5.08,0,3,0,1,8,510402.6408,1
209285.2461,550.0,3.374040581,4,586.95,62.88,5.97,45.52,3.7,92.04,1.42,1.3,3.8,4.3,0,4,0,1,14,206386.6225,1
322309.0622,550.0,2.570700024,4,899.08,55.0,6.83,1.32,7.44,99.9,2.15,7.64,9.32,9.1,0,0,0,1,10,267714.8,1
259052.416,1068.51,2.584244154,1,342.5,25.81,7.2,43.24,30.31,98.36,1.02,5.4,6.56,9.38,1,4,1,1,9,230827.4612,0
411081.4324,804.0,3.209931812,2,85.31,2.7,6.19,4.94,3.68,96.17,1.5,6.2,9.67,5.61,0,4,1,1,14,361865.046,1
260091.1449,1201.61,2.787567412,1,914.77,37.18,5.19,87.97,14.17,95.97,2.29,5.09,8.88,5.07,0,4,1,1,13,136299.3793,0
172692.171,550.0,2.611916545,1,290.28,17.7,5.14,5.79,16.49,89.02,1.02,3.71,10.0,6.44,0,3,0,1,9,81668.28711,1
286553.1414,550.0,3.977026028,5,679.11,9.27,9.5,35.55,29.66,94.17,1.97,4.63,5.94,7.8,0,1,0,1,15,351680.9069,1
172778.1646,891.48,1.202354245,1,452.06,14.33,5.54,37.03,11.9,92.89,1.6,6.83,9.48,6.68,0,0,0,2,15,155458.3273,0
451307.7722,1910.04,1.797835987,3,498.54,8.05,7.69,70.08,8.91,87.76,2.5,5.51,1.76,6.37,0,0,0,1,19,538517.9078,1
106891.5287,811.98,1.582626695,1,322.37,57.14,2.85,96.55,43.08,88.89,1.45,2.88,6.11,8.36,1,1,0,1,19,28865.00638,0
270917.5383,1542.53,1.0,4,462.3,31.22,6.89,7.38,27.23,92.89,1.75,4.04,6.43,10.0,0,1,0,2,20,425805.3791,0
122369.3828,1317.8,1.0,3,790.22,32.45,4.38,39.41,17.38,99.9,1.67,4.52,4.25,4.48,0,3,0,1,13,75071.60059,0
262885.2504,926.39,2.079685221,2,285.3,28.9,7.53,32.13,22.3,92.51,1.61,3.86,10.0,6.77,0,3,0,1,15,176083.7027,0
325581.8346,993.55,1.528368079,4,449.7,49.19,7.85,22.9,13.54,97.35,1.61,4.74,5.11,5.55,0,1,0,1,14,476704.8981,1
771435.436,1035.22,3.566196727,5,387.71,19.58,10.0,3.25,13.18,91.06,0.7,7.2,6.89,5.54,0,2,0,2,20,707849.1411,1
455322.6958,550.0,2.916843211,5,687.77,48.87,8.02,64.67,4.74,96.07,1.01,6.47,7.2,7.33,0,3,1,1,10,449834.0884,1
234312.0381,1508.28,1.0,2,323.23,32.39,4.65,78.59,26.43,88.92,1.49,2.68,3.63,8.81,1,2,0,1,20,180885.3671,0
256432.41,797.3,1.649498194,4,793.67,27.01,7.09,0.91,7.66,94.07,0.83,8.42,9.79,3.12,0,0,0,1,20,340847.1655,0
